city,description,latitude,longitude,name,score,url
Bayeux,Hébergement géré par un particulier,49.280064,-0.7090769999999793,La Citadine,"Avec une note de 9,6",https://www.booking.com/hotel/fr/la-citadine.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"Situé à seulement 400 mètres de la cathédrale de Bayeux, l’Hôtel De Brunville & Spa propose une piscine extérieure chauffée et un jacuzzi accessibles toute l'année. ",49.27815768633019,-0.7035139203071594,Hôtel De Brunville & Spa,"Avec une note de 8,0",https://www.booking.com/hotel/fr/hoteldebrunville.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"L’hébergement La perle Bayeusaine se situe à Bayeux, à seulement 500 mètres de ce lieu d’intérêt : Cathédrale Notre-Dame de Bayeux. ",49.2811637,-0.7082476999999999,La perle Bayeusaine,"Avec une note de 8,8",https://www.booking.com/hotel/fr/la-perle-bayeusaine.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,Hébergement géré par un particulier,49.2759148,-0.6991752999999999,Suzon appartement idéalement situé,"Avec une note de 9,4",https://www.booking.com/hotel/fr/suzon-appartement-idealement-situe.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,Hébergement géré par un particulier,49.27403109996394,-0.7040727583721491,Maison De ville Bayeux,"Avec une note de 9,0",https://www.booking.com/hotel/fr/maison-de-ville-bayeux.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,Cette maison d'hôtes occupe un bâtiment du XVIIIème siècle dans le quartier historique de Bayeux. ,49.27606133430732,-0.7090553641319275,Le Petit Matin,"Avec une note de 9,4",https://www.booking.com/hotel/fr/le-petit-matin.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"L'établissement Le Declic est situé à Bayeux, à 100 mètres de la cathédrale Notre-Dame de Bayeux et à 15 km de la plage d'Omaha. ",49.27933593079586,-0.7070561004303499,Le Declic,"Avec une note de 8,0",https://www.booking.com/hotel/fr/le-mogador-bayeux.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,This 17th-century mansion has been converted into a charming hotel with an outdoor heated pool and a jacuzzi  which are accessible all year round. ,49.27842191135553,-0.7032966613769531,Grand Hôtel du Luxembourg & Spa,"Avec une note de 8,0",https://www.booking.com/hotel/fr/hotelduluxembourg.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"Installé à Bayeux, à 550 mètres de la cathédrale Notre-Dame et à 10 minutes à pied du musée de la Tapisserie de Bayeux, l'établissement Au Loup Historic Apartments propose des hébergements avec...",49.272798,-0.707556,Au Loup Historic Apartments,"Avec une note de 8,3",https://www.booking.com/hotel/fr/au-loup-historic-apartments-bayeux.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"L'Hôtel d'Argouges est un établissement du XVIIIe siècle situé au cœur de Bayeux. Il est à l'écart de la route, vous permettant de profiter pleinement du calme de la campagne. ",49.27899410241933,-0.7084169983863831,Hôtel d'Argouges,"Avec une note de 8,7",https://www.booking.com/hotel/fr/d-argouges.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"La Maison de Mathilde vous accueille à Bayeux, à 100 mètres du musée Baron Gérard et à 200 mètres du musée de la Tapisserie de Bayeux. ",49.27647467688673,-0.7024700846557153,La Maison de Mathilde,"Avec une note de 8,9",https://www.booking.com/hotel/fr/la-maison-de-mathilde.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"La maison d'hôtes Le Castel Guesthouse est située au cœur de la ville médiévale de Bayeux, à mi-chemin entre la gare, la cathédrale et le musée de la Tapisserie. ",49.27368314430212,-0.7032269239425659,Le Castel Guesthouse,"Avec une note de 8,3",https://www.booking.com/hotel/fr/le-castel-noble-guesthouse.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,Le Domaine de Bayeux occupe une maison du XVIIIe siècle avec un parc arboré dans le centre de Bayeux. ,49.27232559999999,-0.6985101000000213,Domaine de Bayeux,"Avec une note de 9,3",https://www.booking.com/hotel/fr/domaine-de-bayeux.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"L'hôtel Reine Mathilde se situe dans le quartier médiéval de Bayeux, à seulement 300 mètres du musée de la Tapisserie. ",49.276031585766006,-0.7017248868942261,Hotel Reine Mathilde,"Avec une note de 8,5",https://www.booking.com/hotel/fr/reine-mathilde-bayeux.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"À 800 mètres du centre de Bayeux et de sa cathédrale, l'établissement Château de Bellefontaine - Teritoria est un manoir du XVIIIe siècle proposant des chambres et un restaurant traditionnel ouvert...",49.269740241146884,-0.6888395547866821,Château de Bellefontaine - Teritoria,"Avec une note de 7,9",https://www.booking.com/hotel/fr/chateau-de-bellefontaine.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"L’établissement Manoir Sainte Victoire se situe à Bayeux, à respectivement 200 mètres et 200 mètres de ces lieux d’intérêt : Musée d'art et d'histoire Baron Gérard et Cathédrale Notre-Dame de Bayeux. ",49.2764917090797,-0.705759599804878,Manoir Sainte Victoire,"Avec une note de 9,5",https://www.booking.com/hotel/fr/manoir-sainte-victoire.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"L’Ibis Budget Bayeux vous accueille entre Caen et Cherbourg, à proximité de la sortie 36 de la route N13 et à seulement 13 km des plages du débarquement. ",49.25375889425724,-0.6468093395233154,Ibis Budget Bayeux,"Avec une note de 8,0",https://www.booking.com/hotel/fr/etap-bayeux.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"Situé à Bayeux et offrant une vue sur la ville, l’établissement B&B Nathalie propose un salon commun et une terrasse. Une connexion Wi-Fi gratuite est disponible. ",49.276465,-0.706367,B&B Nathalie,"Avec une note de 9,5",https://www.booking.com/hotel/fr/imagine-bayeux.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,Hébergement géré par un particulier,49.276309904443,-0.699251303705,Le P'tit Croissant,"Avec une note de 9,4",https://www.booking.com/hotel/fr/le-p-tit-croissant.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"Occupant un ancien bureau de poste du XVIIIe siècle, l'Hotel Le Lion D'Or et Restaurant La Table Du Lion est désormais un établissement charmant situé dans l'un des plus anciens quartiers de Bayeux. ",49.27627832312484,-0.6983694434165955,Hotel Le Lion D'Or et Restaurant La Table Du Lion,"Avec une note de 8,6",https://www.booking.com/hotel/fr/le-lion-d-or-bayeux.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,"Proposant une connexion Wi-Fi gratuite et des hébergements avec vue sur la ville, l’établissement Gites les Pourquoi Pas - Résidence de Tourisme DSV Bayeux bénéficie d’un emplacement idéal à Bayeux, à...",49.2815226,-0.7081344,Gites les Pourquoi Pas - Résidence de Tourisme DSV Bayeux,"Avec une note de 9,0",https://www.booking.com/hotel/fr/gites-les-pourquoi-pas-residence-de-tourisme-dsv-bayeux.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Bayeux,Hébergement géré par un particulier,49.2777066,-0.7041198,Le Petit Malo,"Avec une note de 9,5",https://www.booking.com/hotel/fr/le-petit-malo.fr.html?aid=356980&label=gog235jc-10CAQoggJCDXNlYXJjaF9iYXlldXhIDVgDaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AuTLtMcGwAIB0gIkYjQyNDE1ZjAtMmIwMS00NTVlLTgyZTctZTFlOGUzYTVkYmU42AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=427b7272d9070326&srepoch=1760372197&from=searchresults
Rouen,L’établissement Aparthotel Adagio Access Rouen Centre Cathédrale est idéalement placé dans le centre de Rouen. ,49.439067,1.089627,Aparthotel Adagio Access Rouen Centre Cathédrale,"Avec une note de 8,6",https://www.booking.com/hotel/fr/aparthotel-adagio-access-rouen-centre-cathedrale.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCns60xwbAAgHSAiQ5YjBiN2VhOC04NGU4LTRkNzQtOGRjZC1mZjc4NzljMzljZDPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=525f730f236001d6&srepoch=1760372511&from=searchresults
Paris,Des conditions différentes et des suppléments additionnels pourront s’appliquer aux réservations de plus de 4 chambres. ,48.85730038346963,2.3314491659402847,Hotel Verneuil Saint Germain,"Avec une note de 8,5",https://www.booking.com/hotel/fr/verneuil.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCpc60xwbAAgHSAiRhZGZmYTVkNi0zYTI0LTRjMTctODkzMy1iYzI5NmMyOWRjZjXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=56a0731249df039f&srepoch=1760372518&from=searchresults
Paris,L’établissement Le Madame By Sweett bénéficie d’une situation géographique idéale dans le quartier 9e arr. ,48.8737895,2.3443298,Le Madame By Sweett,"Avec une note de 7,8",https://www.booking.com/hotel/fr/le-madame-by-sweett.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCpc60xwbAAgHSAiRhZGZmYTVkNi0zYTI0LTRjMTctODkzMy1iYzI5NmMyOWRjZjXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=56a0731249df039f&srepoch=1760372518&from=searchresults
Paris,"Situé à 900 mètres de l'opéra Garnier et à 850 mètres des Galeries Lafayette, l'Hôtel Chamar propose des chambres élégantes dotées d'une télévision par satellite à écran plat. ",48.879567564600215,2.3335184901952744,Hôtel Chamar,"Avec une note de 9,0",https://www.booking.com/hotel/fr/bruyereparis.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCpc60xwbAAgHSAiRhZGZmYTVkNi0zYTI0LTRjMTctODkzMy1iYzI5NmMyOWRjZjXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=56a0731249df039f&srepoch=1760372518&from=searchresults
Paris,"Bénéficiant de la climatisation, l’établissement Edgar Suites Louvre - Jour est situé dans le centre de Paris, à respectivement 700 mètres, 900 mètres et 1,5 km de ces lieux d’intérêt : Musée du...",48.8640764,2.3450753,Edgar Suites Louvre - Jour,"Avec une note de 9,1",https://www.booking.com/hotel/fr/edgar-suites-louvre-jour.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCpc60xwbAAgHSAiRhZGZmYTVkNi0zYTI0LTRjMTctODkzMy1iYzI5NmMyOWRjZjXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=56a0731249df039f&srepoch=1760372518&from_sustainable_property_sr=1&from=searchresults
Paris,"Situé à Paris, à 200 mètres de la gare de Paris-Saint-Lazare et à moins de 1 km de l'opéra Garnier, l'Austin's Saint Lazare Hotel propose des chambres climatisées avec une salle de bains privative. ",48.8769350131214,2.3269844054084388,Austin's Saint Lazare Hotel,"Avec une note de 8,3",https://www.booking.com/hotel/fr/austin-s-saint-lazare.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCpc60xwbAAgHSAiRhZGZmYTVkNi0zYTI0LTRjMTctODkzMy1iYzI5NmMyOWRjZjXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=56a0731249df039f&srepoch=1760372518&from=searchresults
Paris,"L'Hotel Petit Lafayette est situé au cœur de Paris, entre le boulevard Montmartre et la rue Lafayette, près de la station de métro Cadet. Il vous propose des hébergements modernes. ",48.87606690617296,2.3456749320030212,Hotel Petit Lafayette,"Avec une note de 8,6",https://www.booking.com/hotel/fr/holiday-villa-lafayette-paris.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCpc60xwbAAgHSAiRhZGZmYTVkNi0zYTI0LTRjMTctODkzMy1iYzI5NmMyOWRjZjXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=56a0731249df039f&srepoch=1760372518&from_sustainable_property_sr=1&from=searchresults
Paris,"Situé dans le 16ème arrondissement de Paris, l'Auteuil Tour Eiffel est un hôtel moderne qui propose un parking privé sur place et une terrasse ombragée dans le jardin. ",48.85056393109736,2.2752329704962904,Auteuil Tour Eiffel,"Avec une note de 8,3",https://www.booking.com/hotel/fr/hotelauteuiltoureiffel.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCpc60xwbAAgHSAiRhZGZmYTVkNi0zYTI0LTRjMTctODkzMy1iYzI5NmMyOWRjZjXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=56a0731249df039f&srepoch=1760372518&from=searchresults
Paris,"Le Timhotel Opéra Blanche Fontaine vous accueille en plein cœur de Paris, à proximité du Moulin Rouge, de Montmartre et de la basilique du Sacré-Cœur. Cet hôtel possède un parking intérieur privé. ",48.88257498930808,2.333464175462723,Timhotel Opéra Blanche Fontaine,"Avec une note de 8,1",https://www.booking.com/hotel/fr/timhotel-blanche-fontaine.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCpc60xwbAAgHSAiRhZGZmYTVkNi0zYTI0LTRjMTctODkzMy1iYzI5NmMyOWRjZjXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=56a0731249df039f&srepoch=1760372518&from=searchresults
Paris,"L'Hôtel Saint-Pétersbourg Opéra & Spa propose des hébergements à Paris, à seulement 5 minutes de marche de l'opéra Garnier et de l'église de la Madeleine. ",48.87215141747105,2.3281198740005493,Hôtel Saint-Pétersbourg Opéra & Spa,"Avec une note de 8,9",https://www.booking.com/hotel/fr/saintpetersbourg.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCpc60xwbAAgHSAiRhZGZmYTVkNi0zYTI0LTRjMTctODkzMy1iYzI5NmMyOWRjZjXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=56a0731249df039f&srepoch=1760372518&from_sustainable_property_sr=1&from=searchresults
Paris,L’établissement Hotel Villa Romantic & Spa est idéalement placé dans le quartier 13e arr. ,48.8345038,2.3543584999999894,Hotel Villa Romantic & Spa,"Avec une note de 8,8",https://www.booking.com/hotel/fr/villa-romantic.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCpc60xwbAAgHSAiRhZGZmYTVkNi0zYTI0LTRjMTctODkzMy1iYzI5NmMyOWRjZjXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=56a0731249df039f&srepoch=1760372518&from=searchresults
Paris,"L’Hotel Parister Piscine & Spa est idéalement situé au cœur de Paris, à quelques minutes à pied du métro Cadet et de l’emblématique cinéma Grand REX. ",48.8753703690425,2.34428979814754,Hotel Parister Piscine & Spa,"Avec une note de 8,4",https://www.booking.com/hotel/fr/parister.fr.html?aid=356980&label=gog235jc-10CAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCpc60xwbAAgHSAiRhZGZmYTVkNi0zYTI0LTRjMTctODkzMy1iYzI5NmMyOWRjZjXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=56a0731249df039f&srepoch=1760372518&from=searchresults
